,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
48,10519554,41092,ACC20JUN1480CE,ACC,0.0,2020-06-25,1480.0,0.05,400,CE,NFO-OPT,NFO
49,10519810,41093,ACC20JUN1480PE,ACC,0.0,2020-06-25,1480.0,0.05,400,PE,NFO-OPT,NFO
50,10520578,41096,ACC20JUN1500CE,ACC,0.0,2020-06-25,1500.0,0.05,400,CE,NFO-OPT,NFO
51,10521602,41100,ACC20JUN1500PE,ACC,0.0,2020-06-25,1500.0,0.05,400,PE,NFO-OPT,NFO
52,10521858,41101,ACC20JUN1520CE,ACC,0.0,2020-06-25,1520.0,0.05,400,CE,NFO-OPT,NFO
53,10522114,41102,ACC20JUN1520PE,ACC,0.0,2020-06-25,1520.0,0.05,400,PE,NFO-OPT,NFO
54,10523394,41107,ACC20JUN1540CE,ACC,0.0,2020-06-25,1540.0,0.05,400,CE,NFO-OPT,NFO
55,10523650,41108,ACC20JUN1540PE,ACC,0.0,2020-06-25,1540.0,0.05,400,PE,NFO-OPT,NFO
56,24638722,96245,ACC20JUN720CE,ACC,0.0,2020-06-25,720.0,0.05,400,CE,NFO-OPT,NFO
57,24638978,96246,ACC20JUN720PE,ACC,0.0,2020-06-25,720.0,0.05,400,PE,NFO-OPT,NFO
58,24639234,96247,ACC20JUN740CE,ACC,0.0,2020-06-25,740.0,0.05,400,CE,NFO-OPT,NFO
59,24639490,96248,ACC20JUN740PE,ACC,0.0,2020-06-25,740.0,0.05,400,PE,NFO-OPT,NFO
60,24639746,96249,ACC20JUN760CE,ACC,0.0,2020-06-25,760.0,0.05,400,CE,NFO-OPT,NFO
61,24640002,96250,ACC20JUN760PE,ACC,0.0,2020-06-25,760.0,0.05,400,PE,NFO-OPT,NFO
62,24640258,96251,ACC20JUN780CE,ACC,0.0,2020-06-25,780.0,0.05,400,CE,NFO-OPT,NFO
63,24640514,96252,ACC20JUN780PE,ACC,0.0,2020-06-25,780.0,0.05,400,PE,NFO-OPT,NFO
64,24640770,96253,ACC20JUN800CE,ACC,0.0,2020-06-25,800.0,0.05,400,CE,NFO-OPT,NFO
65,24641026,96254,ACC20JUN800PE,ACC,0.0,2020-06-25,800.0,0.05,400,PE,NFO-OPT,NFO
66,24641282,96255,ACC20JUN820CE,ACC,0.0,2020-06-25,820.0,0.05,400,CE,NFO-OPT,NFO
67,24641538,96256,ACC20JUN820PE,ACC,0.0,2020-06-25,820.0,0.05,400,PE,NFO-OPT,NFO
68,24641794,96257,ACC20JUN840CE,ACC,0.0,2020-06-25,840.0,0.05,400,CE,NFO-OPT,NFO
69,24642050,96258,ACC20JUN840PE,ACC,0.0,2020-06-25,840.0,0.05,400,PE,NFO-OPT,NFO
70,24642306,96259,ACC20JUN860CE,ACC,0.0,2020-06-25,860.0,0.05,400,CE,NFO-OPT,NFO
71,24642562,96260,ACC20JUN860PE,ACC,0.0,2020-06-25,860.0,0.05,400,PE,NFO-OPT,NFO
72,24642818,96261,ACC20JUN880CE,ACC,0.0,2020-06-25,880.0,0.05,400,CE,NFO-OPT,NFO
73,24643074,96262,ACC20JUN880PE,ACC,0.0,2020-06-25,880.0,0.05,400,PE,NFO-OPT,NFO
74,24643330,96263,ACC20JUN900CE,ACC,0.0,2020-06-25,900.0,0.05,400,CE,NFO-OPT,NFO
75,24643586,96264,ACC20JUN900PE,ACC,0.0,2020-06-25,900.0,0.05,400,PE,NFO-OPT,NFO
76,24643842,96265,ACC20JUN920CE,ACC,0.0,2020-06-25,920.0,0.05,400,CE,NFO-OPT,NFO
77,24644098,96266,ACC20JUN920PE,ACC,0.0,2020-06-25,920.0,0.05,400,PE,NFO-OPT,NFO
78,24644354,96267,ACC20JUN940CE,ACC,0.0,2020-06-25,940.0,0.05,400,CE,NFO-OPT,NFO
79,24644610,96268,ACC20JUN940PE,ACC,0.0,2020-06-25,940.0,0.05,400,PE,NFO-OPT,NFO
80,24644866,96269,ACC20JUN960CE,ACC,0.0,2020-06-25,960.0,0.05,400,CE,NFO-OPT,NFO
81,24645122,96270,ACC20JUN960PE,ACC,0.0,2020-06-25,960.0,0.05,400,PE,NFO-OPT,NFO
82,24645378,96271,ACC20JUN980CE,ACC,0.0,2020-06-25,980.0,0.05,400,CE,NFO-OPT,NFO
83,24645634,96272,ACC20JUN980PE,ACC,0.0,2020-06-25,980.0,0.05,400,PE,NFO-OPT,NFO
84,11950082,46680,ACC20JUL1000CE,ACC,0.0,2020-07-30,1000.0,0.05,500,CE,NFO-OPT,NFO
85,11950338,46681,ACC20JUL1000PE,ACC,0.0,2020-07-30,1000.0,0.05,500,PE,NFO-OPT,NFO
86,11951106,46684,ACC20JUL1020CE,ACC,0.0,2020-07-30,1020.0,0.05,500,CE,NFO-OPT,NFO
87,11951362,46685,ACC20JUL1020PE,ACC,0.0,2020-07-30,1020.0,0.05,500,PE,NFO-OPT,NFO
88,11951874,46687,ACC20JUL1040CE,ACC,0.0,2020-07-30,1040.0,0.05,500,CE,NFO-OPT,NFO
89,11952130,46688,ACC20JUL1040PE,ACC,0.0,2020-07-30,1040.0,0.05,500,PE,NFO-OPT,NFO
90,11952386,46689,ACC20JUL1060CE,ACC,0.0,2020-07-30,1060.0,0.05,500,CE,NFO-OPT,NFO
91,11952642,46690,ACC20JUL1060PE,ACC,0.0,2020-07-30,1060.0,0.05,500,PE,NFO-OPT,NFO
92,11953154,46692,ACC20JUL1080CE,ACC,0.0,2020-07-30,1080.0,0.05,500,CE,NFO-OPT,NFO
93,11953666,46694,ACC20JUL1080PE,ACC,0.0,2020-07-30,1080.0,0.05,500,PE,NFO-OPT,NFO
94,11953922,46695,ACC20JUL1100CE,ACC,0.0,2020-07-30,1100.0,0.05,500,CE,NFO-OPT,NFO
95,11954178,46696,ACC20JUL1100PE,ACC,0.0,2020-07-30,1100.0,0.05,500,PE,NFO-OPT,NFO
96,11954690,46698,ACC20JUL1120CE,ACC,0.0,2020-07-30,1120.0,0.05,500,CE,NFO-OPT,NFO
97,11954946,46699,ACC20JUL1120PE,ACC,0.0,2020-07-30,1120.0,0.05,500,PE,NFO-OPT,NFO
98,11955202,46700,ACC20JUL1140CE,ACC,0.0,2020-07-30,1140.0,0.05,500,CE,NFO-OPT,NFO
99,11955458,46701,ACC20JUL1140PE,ACC,0.0,2020-07-30,1140.0,0.05,500,PE,NFO-OPT,NFO
100,11955714,46702,ACC20JUL1160CE,ACC,0.0,2020-07-30,1160.0,0.05,500,CE,NFO-OPT,NFO
101,11955970,46703,ACC20JUL1160PE,ACC,0.0,2020-07-30,1160.0,0.05,500,PE,NFO-OPT,NFO
102,11956226,46704,ACC20JUL1180CE,ACC,0.0,2020-07-30,1180.0,0.05,500,CE,NFO-OPT,NFO
103,11956482,46705,ACC20JUL1180PE,ACC,0.0,2020-07-30,1180.0,0.05,500,PE,NFO-OPT,NFO
104,11956738,46706,ACC20JUL1200CE,ACC,0.0,2020-07-30,1200.0,0.05,500,CE,NFO-OPT,NFO
105,11957506,46709,ACC20JUL1200PE,ACC,0.0,2020-07-30,1200.0,0.05,500,PE,NFO-OPT,NFO
106,11957762,46710,ACC20JUL1220CE,ACC,0.0,2020-07-30,1220.0,0.05,500,CE,NFO-OPT,NFO
107,11958018,46711,ACC20JUL1220PE,ACC,0.0,2020-07-30,1220.0,0.05,500,PE,NFO-OPT,NFO
108,11958274,46712,ACC20JUL1240CE,ACC,0.0,2020-07-30,1240.0,0.05,500,CE,NFO-OPT,NFO
109,11958786,46714,ACC20JUL1240PE,ACC,0.0,2020-07-30,1240.0,0.05,500,PE,NFO-OPT,NFO
110,11959042,46715,ACC20JUL1260CE,ACC,0.0,2020-07-30,1260.0,0.05,500,CE,NFO-OPT,NFO
111,11959554,46717,ACC20JUL1260PE,ACC,0.0,2020-07-30,1260.0,0.05,500,PE,NFO-OPT,NFO
112,11960322,46720,ACC20JUL1280CE,ACC,0.0,2020-07-30,1280.0,0.05,500,CE,NFO-OPT,NFO
113,11960578,46721,ACC20JUL1280PE,ACC,0.0,2020-07-30,1280.0,0.05,500,PE,NFO-OPT,NFO
114,11960834,46722,ACC20JUL1300CE,ACC,0.0,2020-07-30,1300.0,0.05,500,CE,NFO-OPT,NFO
115,11961090,46723,ACC20JUL1300PE,ACC,0.0,2020-07-30,1300.0,0.05,500,PE,NFO-OPT,NFO
116,11961346,46724,ACC20JUL1320CE,ACC,0.0,2020-07-30,1320.0,0.05,500,CE,NFO-OPT,NFO
117,11961602,46725,ACC20JUL1320PE,ACC,0.0,2020-07-30,1320.0,0.05,500,PE,NFO-OPT,NFO
118,11961858,46726,ACC20JUL1340CE,ACC,0.0,2020-07-30,1340.0,0.05,500,CE,NFO-OPT,NFO
119,11962114,46727,ACC20JUL1340PE,ACC,0.0,2020-07-30,1340.0,0.05,500,PE,NFO-OPT,NFO
120,11962370,46728,ACC20JUL1360CE,ACC,0.0,2020-07-30,1360.0,0.05,500,CE,NFO-OPT,NFO
121,11962626,46729,ACC20JUL1360PE,ACC,0.0,2020-07-30,1360.0,0.05,500,PE,NFO-OPT,NFO
122,11962882,46730,ACC20JUL1380CE,ACC,0.0,2020-07-30,1380.0,0.05,500,CE,NFO-OPT,NFO
123,11963138,46731,ACC20JUL1380PE,ACC,0.0,2020-07-30,1380.0,0.05,500,PE,NFO-OPT,NFO
124,11963906,46734,ACC20JUL1400CE,ACC,0.0,2020-07-30,1400.0,0.05,500,CE,NFO-OPT,NFO
125,11964162,46735,ACC20JUL1400PE,ACC,0.0,2020-07-30,1400.0,0.05,500,PE,NFO-OPT,NFO
126,11964418,46736,ACC20JUL1420CE,ACC,0.0,2020-07-30,1420.0,0.05,500,CE,NFO-OPT,NFO
127,11964674,46737,ACC20JUL1420PE,ACC,0.0,2020-07-30,1420.0,0.05,500,PE,NFO-OPT,NFO
128,11964930,46738,ACC20JUL1440CE,ACC,0.0,2020-07-30,1440.0,0.05,500,CE,NFO-OPT,NFO
129,11965186,46739,ACC20JUL1440PE,ACC,0.0,2020-07-30,1440.0,0.05,500,PE,NFO-OPT,NFO
130,11965442,46740,ACC20JUL1460CE,ACC,0.0,2020-07-30,1460.0,0.05,500,CE,NFO-OPT,NFO
131,11965698,46741,ACC20JUL1460PE,ACC,0.0,2020-07-30,1460.0,0.05,500,PE,NFO-OPT,NFO
132,11965954,46742,ACC20JUL1480CE,ACC,0.0,2020-07-30,1480.0,0.05,500,CE,NFO-OPT,NFO
133,11966210,46743,ACC20JUL1480PE,ACC,0.0,2020-07-30,1480.0,0.05,500,PE,NFO-OPT,NFO
134,11966466,46744,ACC20JUL1500CE,ACC,0.0,2020-07-30,1500.0,0.05,500,CE,NFO-OPT,NFO
135,11966722,46745,ACC20JUL1500PE,ACC,0.0,2020-07-30,1500.0,0.05,500,PE,NFO-OPT,NFO
136,11966978,46746,ACC20JUL1520CE,ACC,0.0,2020-07-30,1520.0,0.05,500,CE,NFO-OPT,NFO
137,11967234,46747,ACC20JUL1520PE,ACC,0.0,2020-07-30,1520.0,0.05,500,PE,NFO-OPT,NFO
138,11967490,46748,ACC20JUL1540CE,ACC,0.0,2020-07-30,1540.0,0.05,500,CE,NFO-OPT,NFO
139,11968514,46752,ACC20JUL1540PE,ACC,0.0,2020-07-30,1540.0,0.05,500,PE,NFO-OPT,NFO
140,11925506,46584,ACC20JUL780CE,ACC,0.0,2020-07-30,780.0,0.05,500,CE,NFO-OPT,NFO
141,11926274,46587,ACC20JUL780PE,ACC,0.0,2020-07-30,780.0,0.05,500,PE,NFO-OPT,NFO
142,11926530,46588,ACC20JUL800CE,ACC,0.0,2020-07-30,800.0,0.05,500,CE,NFO-OPT,NFO
143,11934978,46621,ACC20JUL800PE,ACC,0.0,2020-07-30,800.0,0.05,500,PE,NFO-OPT,NFO
144,11935490,46623,ACC20JUL820CE,ACC,0.0,2020-07-30,820.0,0.05,500,CE,NFO-OPT,NFO
145,11940866,46644,ACC20JUL820PE,ACC,0.0,2020-07-30,820.0,0.05,500,PE,NFO-OPT,NFO
146,11941634,46647,ACC20JUL840CE,ACC,0.0,2020-07-30,840.0,0.05,500,CE,NFO-OPT,NFO
147,11941890,46648,ACC20JUL840PE,ACC,0.0,2020-07-30,840.0,0.05,500,PE,NFO-OPT,NFO
148,11942146,46649,ACC20JUL860CE,ACC,0.0,2020-07-30,860.0,0.05,500,CE,NFO-OPT,NFO
149,11942914,46652,ACC20JUL860PE,ACC,0.0,2020-07-30,860.0,0.05,500,PE,NFO-OPT,NFO
150,11943682,46655,ACC20JUL880CE,ACC,0.0,2020-07-30,880.0,0.05,500,CE,NFO-OPT,NFO
151,11943938,46656,ACC20JUL880PE,ACC,0.0,2020-07-30,880.0,0.05,500,PE,NFO-OPT,NFO
152,11946498,46666,ACC20JUL900CE,ACC,0.0,2020-07-30,900.0,0.05,500,CE,NFO-OPT,NFO
153,11947522,46670,ACC20JUL900PE,ACC,0.0,2020-07-30,900.0,0.05,500,PE,NFO-OPT,NFO
154,11948034,46672,ACC20JUL920CE,ACC,0.0,2020-07-30,920.0,0.05,500,CE,NFO-OPT,NFO
155,11948290,46673,ACC20JUL920PE,ACC,0.0,2020-07-30,920.0,0.05,500,PE,NFO-OPT,NFO
156,11948546,46674,ACC20JUL940CE,ACC,0.0,2020-07-30,940.0,0.05,500,CE,NFO-OPT,NFO
157,11948802,46675,ACC20JUL940PE,ACC,0.0,2020-07-30,940.0,0.05,500,PE,NFO-OPT,NFO
158,11949058,46676,ACC20JUL960CE,ACC,0.0,2020-07-30,960.0,0.05,500,CE,NFO-OPT,NFO
159,11949314,46677,ACC20JUL960PE,ACC,0.0,2020-07-30,960.0,0.05,500,PE,NFO-OPT,NFO
160,11949570,46678,ACC20JUL980CE,ACC,0.0,2020-07-30,980.0,0.05,500,CE,NFO-OPT,NFO
161,11949826,46679,ACC20JUL980PE,ACC,0.0,2020-07-30,980.0,0.05,500,PE,NFO-OPT,NFO
162,12102914,47277,ACC20AUG1000CE,ACC,0.0,2020-08-27,1000.0,0.05,500,CE,NFO-OPT,NFO
163,12103170,47278,ACC20AUG1000PE,ACC,0.0,2020-08-27,1000.0,0.05,500,PE,NFO-OPT,NFO
164,12103426,47279,ACC20AUG1020CE,ACC,0.0,2020-08-27,1020.0,0.05,500,CE,NFO-OPT,NFO
165,12103682,47280,ACC20AUG1020PE,ACC,0.0,2020-08-27,1020.0,0.05,500,PE,NFO-OPT,NFO
166,12103938,47281,ACC20AUG1040CE,ACC,0.0,2020-08-27,1040.0,0.05,500,CE,NFO-OPT,NFO
167,12104194,47282,ACC20AUG1040PE,ACC,0.0,2020-08-27,1040.0,0.05,500,PE,NFO-OPT,NFO
168,12104450,47283,ACC20AUG1060CE,ACC,0.0,2020-08-27,1060.0,0.05,500,CE,NFO-OPT,NFO
169,12104706,47284,ACC20AUG1060PE,ACC,0.0,2020-08-27,1060.0,0.05,500,PE,NFO-OPT,NFO
170,12104962,47285,ACC20AUG1080CE,ACC,0.0,2020-08-27,1080.0,0.05,500,CE,NFO-OPT,NFO
171,12105730,47288,ACC20AUG1080PE,ACC,0.0,2020-08-27,1080.0,0.05,500,PE,NFO-OPT,NFO
172,12105986,47289,ACC20AUG1100CE,ACC,0.0,2020-08-27,1100.0,0.05,500,CE,NFO-OPT,NFO
173,12106242,47290,ACC20AUG1100PE,ACC,0.0,2020-08-27,1100.0,0.05,500,PE,NFO-OPT,NFO
174,12106498,47291,ACC20AUG1120CE,ACC,0.0,2020-08-27,1120.0,0.05,500,CE,NFO-OPT,NFO
175,12130562,47385,ACC20AUG1120PE,ACC,0.0,2020-08-27,1120.0,0.05,500,PE,NFO-OPT,NFO
176,12135426,47404,ACC20AUG1140CE,ACC,0.0,2020-08-27,1140.0,0.05,500,CE,NFO-OPT,NFO
177,12135938,47406,ACC20AUG1140PE,ACC,0.0,2020-08-27,1140.0,0.05,500,PE,NFO-OPT,NFO
178,12137986,47414,ACC20AUG1160CE,ACC,0.0,2020-08-27,1160.0,0.05,500,CE,NFO-OPT,NFO
179,12138242,47415,ACC20AUG1160PE,ACC,0.0,2020-08-27,1160.0,0.05,500,PE,NFO-OPT,NFO
180,12138498,47416,ACC20AUG1180CE,ACC,0.0,2020-08-27,1180.0,0.05,500,CE,NFO-OPT,NFO
181,12138754,47417,ACC20AUG1180PE,ACC,0.0,2020-08-27,1180.0,0.05,500,PE,NFO-OPT,NFO
182,12139010,47418,ACC20AUG1200CE,ACC,0.0,2020-08-27,1200.0,0.05,500,CE,NFO-OPT,NFO
183,12154370,47478,ACC20AUG1200PE,ACC,0.0,2020-08-27,1200.0,0.05,500,PE,NFO-OPT,NFO
184,12156930,47488,ACC20AUG1220CE,ACC,0.0,2020-08-27,1220.0,0.05,500,CE,NFO-OPT,NFO
185,12158978,47496,ACC20AUG1220PE,ACC,0.0,2020-08-27,1220.0,0.05,500,PE,NFO-OPT,NFO
186,12160002,47500,ACC20AUG1240CE,ACC,0.0,2020-08-27,1240.0,0.05,500,CE,NFO-OPT,NFO
187,12160258,47501,ACC20AUG1240PE,ACC,0.0,2020-08-27,1240.0,0.05,500,PE,NFO-OPT,NFO
188,12160514,47502,ACC20AUG1260CE,ACC,0.0,2020-08-27,1260.0,0.05,500,CE,NFO-OPT,NFO
189,12160770,47503,ACC20AUG1260PE,ACC,0.0,2020-08-27,1260.0,0.05,500,PE,NFO-OPT,NFO
190,12161026,47504,ACC20AUG1280CE,ACC,0.0,2020-08-27,1280.0,0.05,500,CE,NFO-OPT,NFO
191,12161282,47505,ACC20AUG1280PE,ACC,0.0,2020-08-27,1280.0,0.05,500,PE,NFO-OPT,NFO
192,12161538,47506,ACC20AUG1300CE,ACC,0.0,2020-08-27,1300.0,0.05,500,CE,NFO-OPT,NFO
193,12161794,47507,ACC20AUG1300PE,ACC,0.0,2020-08-27,1300.0,0.05,500,PE,NFO-OPT,NFO
194,12162050,47508,ACC20AUG1320CE,ACC,0.0,2020-08-27,1320.0,0.05,500,CE,NFO-OPT,NFO
195,12162306,47509,ACC20AUG1320PE,ACC,0.0,2020-08-27,1320.0,0.05,500,PE,NFO-OPT,NFO
196,12162562,47510,ACC20AUG1340CE,ACC,0.0,2020-08-27,1340.0,0.05,500,CE,NFO-OPT,NFO
197,12162818,47511,ACC20AUG1340PE,ACC,0.0,2020-08-27,1340.0,0.05,500,PE,NFO-OPT,NFO
198,12163330,47513,ACC20AUG1360CE,ACC,0.0,2020-08-27,1360.0,0.05,500,CE,NFO-OPT,NFO
199,12163586,47514,ACC20AUG1360PE,ACC,0.0,2020-08-27,1360.0,0.05,500,PE,NFO-OPT,NFO
200,12163842,47515,ACC20AUG1380CE,ACC,0.0,2020-08-27,1380.0,0.05,500,CE,NFO-OPT,NFO
201,12164098,47516,ACC20AUG1380PE,ACC,0.0,2020-08-27,1380.0,0.05,500,PE,NFO-OPT,NFO
202,12164866,47519,ACC20AUG1400CE,ACC,0.0,2020-08-27,1400.0,0.05,500,CE,NFO-OPT,NFO
203,12165122,47520,ACC20AUG1400PE,ACC,0.0,2020-08-27,1400.0,0.05,500,PE,NFO-OPT,NFO
204,12165378,47521,ACC20AUG1420CE,ACC,0.0,2020-08-27,1420.0,0.05,500,CE,NFO-OPT,NFO
205,12165634,47522,ACC20AUG1420PE,ACC,0.0,2020-08-27,1420.0,0.05,500,PE,NFO-OPT,NFO
206,12166146,47524,ACC20AUG1440CE,ACC,0.0,2020-08-27,1440.0,0.05,500,CE,NFO-OPT,NFO
207,12166402,47525,ACC20AUG1440PE,ACC,0.0,2020-08-27,1440.0,0.05,500,PE,NFO-OPT,NFO
208,12166658,47526,ACC20AUG1460CE,ACC,0.0,2020-08-27,1460.0,0.05,500,CE,NFO-OPT,NFO
209,12166914,47527,ACC20AUG1460PE,ACC,0.0,2020-08-27,1460.0,0.05,500,PE,NFO-OPT,NFO
210,12167426,47529,ACC20AUG1480CE,ACC,0.0,2020-08-27,1480.0,0.05,500,CE,NFO-OPT,NFO
211,12167682,47530,ACC20AUG1480PE,ACC,0.0,2020-08-27,1480.0,0.05,500,PE,NFO-OPT,NFO
212,12167938,47531,ACC20AUG1500CE,ACC,0.0,2020-08-27,1500.0,0.05,500,CE,NFO-OPT,NFO
213,12168194,47532,ACC20AUG1500PE,ACC,0.0,2020-08-27,1500.0,0.05,500,PE,NFO-OPT,NFO
214,12168962,47535,ACC20AUG1520CE,ACC,0.0,2020-08-27,1520.0,0.05,500,CE,NFO-OPT,NFO
215,12169218,47536,ACC20AUG1520PE,ACC,0.0,2020-08-27,1520.0,0.05,500,PE,NFO-OPT,NFO
216,12169474,47537,ACC20AUG1540CE,ACC,0.0,2020-08-27,1540.0,0.05,500,CE,NFO-OPT,NFO
217,12169730,47538,ACC20AUG1540PE,ACC,0.0,2020-08-27,1540.0,0.05,500,PE,NFO-OPT,NFO
218,12093186,47239,ACC20AUG800CE,ACC,0.0,2020-08-27,800.0,0.05,500,CE,NFO-OPT,NFO
219,12093698,47241,ACC20AUG800PE,ACC,0.0,2020-08-27,800.0,0.05,500,PE,NFO-OPT,NFO
220,12094210,47243,ACC20AUG820CE,ACC,0.0,2020-08-27,820.0,0.05,500,CE,NFO-OPT,NFO
221,12094978,47246,ACC20AUG820PE,ACC,0.0,2020-08-27,820.0,0.05,500,PE,NFO-OPT,NFO
222,12095234,47247,ACC20AUG840CE,ACC,0.0,2020-08-27,840.0,0.05,500,CE,NFO-OPT,NFO
223,12095490,47248,ACC20AUG840PE,ACC,0.0,2020-08-27,840.0,0.05,500,PE,NFO-OPT,NFO
224,12095746,47249,ACC20AUG860CE,ACC,0.0,2020-08-27,860.0,0.05,500,CE,NFO-OPT,NFO
