,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
29948,9123074,35637,BANKNIFTY20JUN14900PE,BANKNIFTY,0,2020-06-25,14900.0,0.05,20,PE,NFO-OPT,NFO
29949,9123330,35638,BANKNIFTY20JUN15000CE,BANKNIFTY,0,2020-06-25,15000.0,0.05,20,CE,NFO-OPT,NFO
29950,9123586,35639,BANKNIFTY20JUN15000PE,BANKNIFTY,0,2020-06-25,15000.0,0.05,20,PE,NFO-OPT,NFO
29951,9126914,35652,BANKNIFTY20JUN15100CE,BANKNIFTY,0,2020-06-25,15100.0,0.05,20,CE,NFO-OPT,NFO
29952,9127170,35653,BANKNIFTY20JUN15100PE,BANKNIFTY,0,2020-06-25,15100.0,0.05,20,PE,NFO-OPT,NFO
29953,9873922,38570,BANKNIFTY20JUN15200CE,BANKNIFTY,0,2020-06-25,15200.0,0.05,20,CE,NFO-OPT,NFO
29954,9874178,38571,BANKNIFTY20JUN15200PE,BANKNIFTY,0,2020-06-25,15200.0,0.05,20,PE,NFO-OPT,NFO
29955,9874434,38572,BANKNIFTY20JUN15300CE,BANKNIFTY,0,2020-06-25,15300.0,0.05,20,CE,NFO-OPT,NFO
29956,9874690,38573,BANKNIFTY20JUN15300PE,BANKNIFTY,0,2020-06-25,15300.0,0.05,20,PE,NFO-OPT,NFO
29957,9875458,38576,BANKNIFTY20JUN15400CE,BANKNIFTY,0,2020-06-25,15400.0,0.05,20,CE,NFO-OPT,NFO
29958,9875714,38577,BANKNIFTY20JUN15400PE,BANKNIFTY,0,2020-06-25,15400.0,0.05,20,PE,NFO-OPT,NFO
29959,9875970,38578,BANKNIFTY20JUN15500CE,BANKNIFTY,0,2020-06-25,15500.0,0.05,20,CE,NFO-OPT,NFO
29960,9876226,38579,BANKNIFTY20JUN15500PE,BANKNIFTY,0,2020-06-25,15500.0,0.05,20,PE,NFO-OPT,NFO
29961,9877506,38584,BANKNIFTY20JUN15600CE,BANKNIFTY,0,2020-06-25,15600.0,0.05,20,CE,NFO-OPT,NFO
29962,9877762,38585,BANKNIFTY20JUN15600PE,BANKNIFTY,0,2020-06-25,15600.0,0.05,20,PE,NFO-OPT,NFO
29963,9878530,38588,BANKNIFTY20JUN15700CE,BANKNIFTY,0,2020-06-25,15700.0,0.05,20,CE,NFO-OPT,NFO
29964,9878786,38589,BANKNIFTY20JUN15700PE,BANKNIFTY,0,2020-06-25,15700.0,0.05,20,PE,NFO-OPT,NFO
29965,9225218,36036,BANKNIFTY20JUN15800CE,BANKNIFTY,0,2020-06-25,15800.0,0.05,20,CE,NFO-OPT,NFO
29966,9225474,36037,BANKNIFTY20JUN15800PE,BANKNIFTY,0,2020-06-25,15800.0,0.05,20,PE,NFO-OPT,NFO
29967,9225730,36038,BANKNIFTY20JUN15900CE,BANKNIFTY,0,2020-06-25,15900.0,0.05,20,CE,NFO-OPT,NFO
29968,9225986,36039,BANKNIFTY20JUN15900PE,BANKNIFTY,0,2020-06-25,15900.0,0.05,20,PE,NFO-OPT,NFO
29969,9226754,36042,BANKNIFTY20JUN16000CE,BANKNIFTY,0,2020-06-25,16000.0,0.05,20,CE,NFO-OPT,NFO
29970,9227010,36043,BANKNIFTY20JUN16000PE,BANKNIFTY,0,2020-06-25,16000.0,0.05,20,PE,NFO-OPT,NFO
29971,9227778,36046,BANKNIFTY20JUN16100CE,BANKNIFTY,0,2020-06-25,16100.0,0.05,20,CE,NFO-OPT,NFO
29972,9228034,36047,BANKNIFTY20JUN16100PE,BANKNIFTY,0,2020-06-25,16100.0,0.05,20,PE,NFO-OPT,NFO
29973,9228290,36048,BANKNIFTY20JUN16200CE,BANKNIFTY,0,2020-06-25,16200.0,0.05,20,CE,NFO-OPT,NFO
29974,9228546,36049,BANKNIFTY20JUN16200PE,BANKNIFTY,0,2020-06-25,16200.0,0.05,20,PE,NFO-OPT,NFO
29975,9229314,36052,BANKNIFTY20JUN16300CE,BANKNIFTY,0,2020-06-25,16300.0,0.05,20,CE,NFO-OPT,NFO
29976,9229570,36053,BANKNIFTY20JUN16300PE,BANKNIFTY,0,2020-06-25,16300.0,0.05,20,PE,NFO-OPT,NFO
29977,9230850,36058,BANKNIFTY20JUN16400CE,BANKNIFTY,0,2020-06-25,16400.0,0.05,20,CE,NFO-OPT,NFO
29978,9231106,36059,BANKNIFTY20JUN16400PE,BANKNIFTY,0,2020-06-25,16400.0,0.05,20,PE,NFO-OPT,NFO
29979,9231874,36062,BANKNIFTY20JUN16500CE,BANKNIFTY,0,2020-06-25,16500.0,0.05,20,CE,NFO-OPT,NFO
29980,9232130,36063,BANKNIFTY20JUN16500PE,BANKNIFTY,0,2020-06-25,16500.0,0.05,20,PE,NFO-OPT,NFO
29981,24545026,95879,BANKNIFTY20JUN16600CE,BANKNIFTY,0,2020-06-25,16600.0,0.05,20,CE,NFO-OPT,NFO
29982,24545282,95880,BANKNIFTY20JUN16600PE,BANKNIFTY,0,2020-06-25,16600.0,0.05,20,PE,NFO-OPT,NFO
29983,24545538,95881,BANKNIFTY20JUN16700CE,BANKNIFTY,0,2020-06-25,16700.0,0.05,20,CE,NFO-OPT,NFO
29984,24545794,95882,BANKNIFTY20JUN16700PE,BANKNIFTY,0,2020-06-25,16700.0,0.05,20,PE,NFO-OPT,NFO
29985,24546050,95883,BANKNIFTY20JUN16800CE,BANKNIFTY,0,2020-06-25,16800.0,0.05,20,CE,NFO-OPT,NFO
29986,24546306,95884,BANKNIFTY20JUN16800PE,BANKNIFTY,0,2020-06-25,16800.0,0.05,20,PE,NFO-OPT,NFO
29987,24546562,95885,BANKNIFTY20JUN16900CE,BANKNIFTY,0,2020-06-25,16900.0,0.05,20,CE,NFO-OPT,NFO
29988,24546818,95886,BANKNIFTY20JUN16900PE,BANKNIFTY,0,2020-06-25,16900.0,0.05,20,PE,NFO-OPT,NFO
29989,24547074,95887,BANKNIFTY20JUN17000CE,BANKNIFTY,0,2020-06-25,17000.0,0.05,20,CE,NFO-OPT,NFO
29990,24547330,95888,BANKNIFTY20JUN17000PE,BANKNIFTY,0,2020-06-25,17000.0,0.05,20,PE,NFO-OPT,NFO
29991,24547586,95889,BANKNIFTY20JUN17100CE,BANKNIFTY,0,2020-06-25,17100.0,0.05,20,CE,NFO-OPT,NFO
29992,24547842,95890,BANKNIFTY20JUN17100PE,BANKNIFTY,0,2020-06-25,17100.0,0.05,20,PE,NFO-OPT,NFO
29993,24548098,95891,BANKNIFTY20JUN17200CE,BANKNIFTY,0,2020-06-25,17200.0,0.05,20,CE,NFO-OPT,NFO
29994,24548354,95892,BANKNIFTY20JUN17200PE,BANKNIFTY,0,2020-06-25,17200.0,0.05,20,PE,NFO-OPT,NFO
29995,24548610,95893,BANKNIFTY20JUN17300CE,BANKNIFTY,0,2020-06-25,17300.0,0.05,20,CE,NFO-OPT,NFO
29996,24548866,95894,BANKNIFTY20JUN17300PE,BANKNIFTY,0,2020-06-25,17300.0,0.05,20,PE,NFO-OPT,NFO
29997,24549122,95895,BANKNIFTY20JUN17400CE,BANKNIFTY,0,2020-06-25,17400.0,0.05,20,CE,NFO-OPT,NFO
29998,24549378,95896,BANKNIFTY20JUN17400PE,BANKNIFTY,0,2020-06-25,17400.0,0.05,20,PE,NFO-OPT,NFO
29999,24549634,95897,BANKNIFTY20JUN17500CE,BANKNIFTY,0,2020-06-25,17500.0,0.05,20,CE,NFO-OPT,NFO
30000,24549890,95898,BANKNIFTY20JUN17500PE,BANKNIFTY,0,2020-06-25,17500.0,0.05,20,PE,NFO-OPT,NFO
30001,24550146,95899,BANKNIFTY20JUN17600CE,BANKNIFTY,0,2020-06-25,17600.0,0.05,20,CE,NFO-OPT,NFO
30002,24550402,95900,BANKNIFTY20JUN17600PE,BANKNIFTY,0,2020-06-25,17600.0,0.05,20,PE,NFO-OPT,NFO
30003,24550658,95901,BANKNIFTY20JUN17700CE,BANKNIFTY,0,2020-06-25,17700.0,0.05,20,CE,NFO-OPT,NFO
30004,24550914,95902,BANKNIFTY20JUN17700PE,BANKNIFTY,0,2020-06-25,17700.0,0.05,20,PE,NFO-OPT,NFO
30005,24551170,95903,BANKNIFTY20JUN17800CE,BANKNIFTY,0,2020-06-25,17800.0,0.05,20,CE,NFO-OPT,NFO
30006,24551426,95904,BANKNIFTY20JUN17800PE,BANKNIFTY,0,2020-06-25,17800.0,0.05,20,PE,NFO-OPT,NFO
30007,24551682,95905,BANKNIFTY20JUN17900CE,BANKNIFTY,0,2020-06-25,17900.0,0.05,20,CE,NFO-OPT,NFO
30008,24551938,95906,BANKNIFTY20JUN17900PE,BANKNIFTY,0,2020-06-25,17900.0,0.05,20,PE,NFO-OPT,NFO
30009,24552194,95907,BANKNIFTY20JUN18000CE,BANKNIFTY,0,2020-06-25,18000.0,0.05,20,CE,NFO-OPT,NFO
30010,24552450,95908,BANKNIFTY20JUN18000PE,BANKNIFTY,0,2020-06-25,18000.0,0.05,20,PE,NFO-OPT,NFO
30011,24552706,95909,BANKNIFTY20JUN18100CE,BANKNIFTY,0,2020-06-25,18100.0,0.05,20,CE,NFO-OPT,NFO
30012,24552962,95910,BANKNIFTY20JUN18100PE,BANKNIFTY,0,2020-06-25,18100.0,0.05,20,PE,NFO-OPT,NFO
30013,24553218,95911,BANKNIFTY20JUN18200CE,BANKNIFTY,0,2020-06-25,18200.0,0.05,20,CE,NFO-OPT,NFO
30014,24553474,95912,BANKNIFTY20JUN18200PE,BANKNIFTY,0,2020-06-25,18200.0,0.05,20,PE,NFO-OPT,NFO
30015,24553730,95913,BANKNIFTY20JUN18300CE,BANKNIFTY,0,2020-06-25,18300.0,0.05,20,CE,NFO-OPT,NFO
30016,24553986,95914,BANKNIFTY20JUN18300PE,BANKNIFTY,0,2020-06-25,18300.0,0.05,20,PE,NFO-OPT,NFO
30017,24554242,95915,BANKNIFTY20JUN18400CE,BANKNIFTY,0,2020-06-25,18400.0,0.05,20,CE,NFO-OPT,NFO
30018,24554498,95916,BANKNIFTY20JUN18400PE,BANKNIFTY,0,2020-06-25,18400.0,0.05,20,PE,NFO-OPT,NFO
30019,24554754,95917,BANKNIFTY20JUN18500CE,BANKNIFTY,0,2020-06-25,18500.0,0.05,20,CE,NFO-OPT,NFO
30020,24555010,95918,BANKNIFTY20JUN18500PE,BANKNIFTY,0,2020-06-25,18500.0,0.05,20,PE,NFO-OPT,NFO
30021,24555266,95919,BANKNIFTY20JUN18600CE,BANKNIFTY,0,2020-06-25,18600.0,0.05,20,CE,NFO-OPT,NFO
30022,24555522,95920,BANKNIFTY20JUN18600PE,BANKNIFTY,0,2020-06-25,18600.0,0.05,20,PE,NFO-OPT,NFO
30023,24555778,95921,BANKNIFTY20JUN18700CE,BANKNIFTY,0,2020-06-25,18700.0,0.05,20,CE,NFO-OPT,NFO
30024,24556034,95922,BANKNIFTY20JUN18700PE,BANKNIFTY,0,2020-06-25,18700.0,0.05,20,PE,NFO-OPT,NFO
30025,24556290,95923,BANKNIFTY20JUN18800CE,BANKNIFTY,0,2020-06-25,18800.0,0.05,20,CE,NFO-OPT,NFO
30026,24556546,95924,BANKNIFTY20JUN18800PE,BANKNIFTY,0,2020-06-25,18800.0,0.05,20,PE,NFO-OPT,NFO
30027,24556802,95925,BANKNIFTY20JUN18900CE,BANKNIFTY,0,2020-06-25,18900.0,0.05,20,CE,NFO-OPT,NFO
30028,24557058,95926,BANKNIFTY20JUN18900PE,BANKNIFTY,0,2020-06-25,18900.0,0.05,20,PE,NFO-OPT,NFO
30029,24557314,95927,BANKNIFTY20JUN19000CE,BANKNIFTY,0,2020-06-25,19000.0,0.05,20,CE,NFO-OPT,NFO
30030,24557570,95928,BANKNIFTY20JUN19000PE,BANKNIFTY,0,2020-06-25,19000.0,0.05,20,PE,NFO-OPT,NFO
30031,24557826,95929,BANKNIFTY20JUN19100CE,BANKNIFTY,0,2020-06-25,19100.0,0.05,20,CE,NFO-OPT,NFO
30032,24558082,95930,BANKNIFTY20JUN19100PE,BANKNIFTY,0,2020-06-25,19100.0,0.05,20,PE,NFO-OPT,NFO
30033,24558338,95931,BANKNIFTY20JUN19200CE,BANKNIFTY,0,2020-06-25,19200.0,0.05,20,CE,NFO-OPT,NFO
30034,24558594,95932,BANKNIFTY20JUN19200PE,BANKNIFTY,0,2020-06-25,19200.0,0.05,20,PE,NFO-OPT,NFO
30035,24558850,95933,BANKNIFTY20JUN19300CE,BANKNIFTY,0,2020-06-25,19300.0,0.05,20,CE,NFO-OPT,NFO
30036,24559106,95934,BANKNIFTY20JUN19300PE,BANKNIFTY,0,2020-06-25,19300.0,0.05,20,PE,NFO-OPT,NFO
30037,24559362,95935,BANKNIFTY20JUN19400CE,BANKNIFTY,0,2020-06-25,19400.0,0.05,20,CE,NFO-OPT,NFO
30038,24559618,95936,BANKNIFTY20JUN19400PE,BANKNIFTY,0,2020-06-25,19400.0,0.05,20,PE,NFO-OPT,NFO
30039,24559874,95937,BANKNIFTY20JUN19500CE,BANKNIFTY,0,2020-06-25,19500.0,0.05,20,CE,NFO-OPT,NFO
30040,24560130,95938,BANKNIFTY20JUN19500PE,BANKNIFTY,0,2020-06-25,19500.0,0.05,20,PE,NFO-OPT,NFO
30041,24560386,95939,BANKNIFTY20JUN19600CE,BANKNIFTY,0,2020-06-25,19600.0,0.05,20,CE,NFO-OPT,NFO
30042,24560642,95940,BANKNIFTY20JUN19600PE,BANKNIFTY,0,2020-06-25,19600.0,0.05,20,PE,NFO-OPT,NFO
30043,24560898,95941,BANKNIFTY20JUN19700CE,BANKNIFTY,0,2020-06-25,19700.0,0.05,20,CE,NFO-OPT,NFO
30044,24561154,95942,BANKNIFTY20JUN19700PE,BANKNIFTY,0,2020-06-25,19700.0,0.05,20,PE,NFO-OPT,NFO
30045,24561410,95943,BANKNIFTY20JUN19800CE,BANKNIFTY,0,2020-06-25,19800.0,0.05,20,CE,NFO-OPT,NFO
30046,24561666,95944,BANKNIFTY20JUN19800PE,BANKNIFTY,0,2020-06-25,19800.0,0.05,20,PE,NFO-OPT,NFO
30047,24561922,95945,BANKNIFTY20JUN19900CE,BANKNIFTY,0,2020-06-25,19900.0,0.05,20,CE,NFO-OPT,NFO
30048,24562178,95946,BANKNIFTY20JUN19900PE,BANKNIFTY,0,2020-06-25,19900.0,0.05,20,PE,NFO-OPT,NFO
30049,24562434,95947,BANKNIFTY20JUN20000CE,BANKNIFTY,0,2020-06-25,20000.0,0.05,20,CE,NFO-OPT,NFO
30050,24562690,95948,BANKNIFTY20JUN20000PE,BANKNIFTY,0,2020-06-25,20000.0,0.05,20,PE,NFO-OPT,NFO
30051,24562946,95949,BANKNIFTY20JUN20100CE,BANKNIFTY,0,2020-06-25,20100.0,0.05,20,CE,NFO-OPT,NFO
30052,24563202,95950,BANKNIFTY20JUN20100PE,BANKNIFTY,0,2020-06-25,20100.0,0.05,20,PE,NFO-OPT,NFO
30053,24563458,95951,BANKNIFTY20JUN20200CE,BANKNIFTY,0,2020-06-25,20200.0,0.05,20,CE,NFO-OPT,NFO
30054,24563714,95952,BANKNIFTY20JUN20200PE,BANKNIFTY,0,2020-06-25,20200.0,0.05,20,PE,NFO-OPT,NFO
30055,24563970,95953,BANKNIFTY20JUN20300CE,BANKNIFTY,0,2020-06-25,20300.0,0.05,20,CE,NFO-OPT,NFO
30056,24564226,95954,BANKNIFTY20JUN20300PE,BANKNIFTY,0,2020-06-25,20300.0,0.05,20,PE,NFO-OPT,NFO
30057,24564482,95955,BANKNIFTY20JUN20400CE,BANKNIFTY,0,2020-06-25,20400.0,0.05,20,CE,NFO-OPT,NFO
30058,24564738,95956,BANKNIFTY20JUN20400PE,BANKNIFTY,0,2020-06-25,20400.0,0.05,20,PE,NFO-OPT,NFO
30059,24564994,95957,BANKNIFTY20JUN20500CE,BANKNIFTY,0,2020-06-25,20500.0,0.05,20,CE,NFO-OPT,NFO
30060,24565250,95958,BANKNIFTY20JUN20500PE,BANKNIFTY,0,2020-06-25,20500.0,0.05,20,PE,NFO-OPT,NFO
30061,24565506,95959,BANKNIFTY20JUN20600CE,BANKNIFTY,0,2020-06-25,20600.0,0.05,20,CE,NFO-OPT,NFO
30062,24565762,95960,BANKNIFTY20JUN20600PE,BANKNIFTY,0,2020-06-25,20600.0,0.05,20,PE,NFO-OPT,NFO
30063,24566018,95961,BANKNIFTY20JUN20700CE,BANKNIFTY,0,2020-06-25,20700.0,0.05,20,CE,NFO-OPT,NFO
30064,24566274,95962,BANKNIFTY20JUN20700PE,BANKNIFTY,0,2020-06-25,20700.0,0.05,20,PE,NFO-OPT,NFO
30065,24566530,95963,BANKNIFTY20JUN20800CE,BANKNIFTY,0,2020-06-25,20800.0,0.05,20,CE,NFO-OPT,NFO
30066,24566786,95964,BANKNIFTY20JUN20800PE,BANKNIFTY,0,2020-06-25,20800.0,0.05,20,PE,NFO-OPT,NFO
30067,24567042,95965,BANKNIFTY20JUN20900CE,BANKNIFTY,0,2020-06-25,20900.0,0.05,20,CE,NFO-OPT,NFO
30068,24567298,95966,BANKNIFTY20JUN20900PE,BANKNIFTY,0,2020-06-25,20900.0,0.05,20,PE,NFO-OPT,NFO
30069,24567554,95967,BANKNIFTY20JUN21000CE,BANKNIFTY,0,2020-06-25,21000.0,0.05,20,CE,NFO-OPT,NFO
30070,24567810,95968,BANKNIFTY20JUN21000PE,BANKNIFTY,0,2020-06-25,21000.0,0.05,20,PE,NFO-OPT,NFO
30071,24568066,95969,BANKNIFTY20JUN21100CE,BANKNIFTY,0,2020-06-25,21100.0,0.05,20,CE,NFO-OPT,NFO
30072,24568322,95970,BANKNIFTY20JUN21100PE,BANKNIFTY,0,2020-06-25,21100.0,0.05,20,PE,NFO-OPT,NFO
30073,24568578,95971,BANKNIFTY20JUN21200CE,BANKNIFTY,0,2020-06-25,21200.0,0.05,20,CE,NFO-OPT,NFO
30074,24568834,95972,BANKNIFTY20JUN21200PE,BANKNIFTY,0,2020-06-25,21200.0,0.05,20,PE,NFO-OPT,NFO
30075,24569090,95973,BANKNIFTY20JUN21300CE,BANKNIFTY,0,2020-06-25,21300.0,0.05,20,CE,NFO-OPT,NFO
30076,24569346,95974,BANKNIFTY20JUN21300PE,BANKNIFTY,0,2020-06-25,21300.0,0.05,20,PE,NFO-OPT,NFO
30077,24569602,95975,BANKNIFTY20JUN21400CE,BANKNIFTY,0,2020-06-25,21400.0,0.05,20,CE,NFO-OPT,NFO
30078,24569858,95976,BANKNIFTY20JUN21400PE,BANKNIFTY,0,2020-06-25,21400.0,0.05,20,PE,NFO-OPT,NFO
30079,24570114,95977,BANKNIFTY20JUN21500CE,BANKNIFTY,0,2020-06-25,21500.0,0.05,20,CE,NFO-OPT,NFO
30080,24570370,95978,BANKNIFTY20JUN21500PE,BANKNIFTY,0,2020-06-25,21500.0,0.05,20,PE,NFO-OPT,NFO
30081,24570626,95979,BANKNIFTY20JUN21600CE,BANKNIFTY,0,2020-06-25,21600.0,0.05,20,CE,NFO-OPT,NFO
30082,24570882,95980,BANKNIFTY20JUN21600PE,BANKNIFTY,0,2020-06-25,21600.0,0.05,20,PE,NFO-OPT,NFO
30083,24571138,95981,BANKNIFTY20JUN21700CE,BANKNIFTY,0,2020-06-25,21700.0,0.05,20,CE,NFO-OPT,NFO
30084,24571394,95982,BANKNIFTY20JUN21700PE,BANKNIFTY,0,2020-06-25,21700.0,0.05,20,PE,NFO-OPT,NFO
30085,24571650,95983,BANKNIFTY20JUN21800CE,BANKNIFTY,0,2020-06-25,21800.0,0.05,20,CE,NFO-OPT,NFO
30086,24571906,95984,BANKNIFTY20JUN21800PE,BANKNIFTY,0,2020-06-25,21800.0,0.05,20,PE,NFO-OPT,NFO
30087,24572162,95985,BANKNIFTY20JUN21900CE,BANKNIFTY,0,2020-06-25,21900.0,0.05,20,CE,NFO-OPT,NFO
30088,24572418,95986,BANKNIFTY20JUN21900PE,BANKNIFTY,0,2020-06-25,21900.0,0.05,20,PE,NFO-OPT,NFO
30089,24572674,95987,BANKNIFTY20JUN22000CE,BANKNIFTY,0,2020-06-25,22000.0,0.05,20,CE,NFO-OPT,NFO
30090,24572930,95988,BANKNIFTY20JUN22000PE,BANKNIFTY,0,2020-06-25,22000.0,0.05,20,PE,NFO-OPT,NFO
30091,24573186,95989,BANKNIFTY20JUN22100CE,BANKNIFTY,0,2020-06-25,22100.0,0.05,20,CE,NFO-OPT,NFO
30092,24573442,95990,BANKNIFTY20JUN22100PE,BANKNIFTY,0,2020-06-25,22100.0,0.05,20,PE,NFO-OPT,NFO
30093,24573698,95991,BANKNIFTY20JUN22200CE,BANKNIFTY,0,2020-06-25,22200.0,0.05,20,CE,NFO-OPT,NFO
30094,24573954,95992,BANKNIFTY20JUN22200PE,BANKNIFTY,0,2020-06-25,22200.0,0.05,20,PE,NFO-OPT,NFO
30095,24574210,95993,BANKNIFTY20JUN22300CE,BANKNIFTY,0,2020-06-25,22300.0,0.05,20,CE,NFO-OPT,NFO
30096,24574466,95994,BANKNIFTY20JUN22300PE,BANKNIFTY,0,2020-06-25,22300.0,0.05,20,PE,NFO-OPT,NFO
30097,24574722,95995,BANKNIFTY20JUN22400CE,BANKNIFTY,0,2020-06-25,22400.0,0.05,20,CE,NFO-OPT,NFO
30098,24574978,95996,BANKNIFTY20JUN22400PE,BANKNIFTY,0,2020-06-25,22400.0,0.05,20,PE,NFO-OPT,NFO
30099,24575234,95997,BANKNIFTY20JUN22500CE,BANKNIFTY,0,2020-06-25,22500.0,0.05,20,CE,NFO-OPT,NFO
30100,24575490,95998,BANKNIFTY20JUN22500PE,BANKNIFTY,0,2020-06-25,22500.0,0.05,20,PE,NFO-OPT,NFO
30101,24575746,95999,BANKNIFTY20JUN22600CE,BANKNIFTY,0,2020-06-25,22600.0,0.05,20,CE,NFO-OPT,NFO
30102,24576002,96000,BANKNIFTY20JUN22600PE,BANKNIFTY,0,2020-06-25,22600.0,0.05,20,PE,NFO-OPT,NFO
30103,8962306,35009,BANKNIFTY20JUN22700CE,BANKNIFTY,0,2020-06-25,22700.0,0.05,20,CE,NFO-OPT,NFO
30104,8962562,35010,BANKNIFTY20JUN22700PE,BANKNIFTY,0,2020-06-25,22700.0,0.05,20,PE,NFO-OPT,NFO
30105,8965122,35020,BANKNIFTY20JUN22800CE,BANKNIFTY,0,2020-06-25,22800.0,0.05,20,CE,NFO-OPT,NFO
30106,8965634,35022,BANKNIFTY20JUN22800PE,BANKNIFTY,0,2020-06-25,22800.0,0.05,20,PE,NFO-OPT,NFO
30107,8968450,35033,BANKNIFTY20JUN22900CE,BANKNIFTY,0,2020-06-25,22900.0,0.05,20,CE,NFO-OPT,NFO
30108,8969474,35037,BANKNIFTY20JUN22900PE,BANKNIFTY,0,2020-06-25,22900.0,0.05,20,PE,NFO-OPT,NFO
30109,8970242,35040,BANKNIFTY20JUN23000CE,BANKNIFTY,0,2020-06-25,23000.0,0.05,20,CE,NFO-OPT,NFO
30110,8970498,35041,BANKNIFTY20JUN23000PE,BANKNIFTY,0,2020-06-25,23000.0,0.05,20,PE,NFO-OPT,NFO
30111,9275394,36232,BANKNIFTY20JUN23100CE,BANKNIFTY,0,2020-06-25,23100.0,0.05,20,CE,NFO-OPT,NFO
30112,9275650,36233,BANKNIFTY20JUN23100PE,BANKNIFTY,0,2020-06-25,23100.0,0.05,20,PE,NFO-OPT,NFO
30113,9276930,36238,BANKNIFTY20JUN23200CE,BANKNIFTY,0,2020-06-25,23200.0,0.05,20,CE,NFO-OPT,NFO
30114,9277186,36239,BANKNIFTY20JUN23200PE,BANKNIFTY,0,2020-06-25,23200.0,0.05,20,PE,NFO-OPT,NFO
30115,9282562,36260,BANKNIFTY20JUN23300CE,BANKNIFTY,0,2020-06-25,23300.0,0.05,20,CE,NFO-OPT,NFO
30116,9282818,36261,BANKNIFTY20JUN23300PE,BANKNIFTY,0,2020-06-25,23300.0,0.05,20,PE,NFO-OPT,NFO
30117,9349634,36522,BANKNIFTY20JUN23400CE,BANKNIFTY,0,2020-06-25,23400.0,0.05,20,CE,NFO-OPT,NFO
30118,9349890,36523,BANKNIFTY20JUN23400PE,BANKNIFTY,0,2020-06-25,23400.0,0.05,20,PE,NFO-OPT,NFO
30119,9350146,36524,BANKNIFTY20JUN23500CE,BANKNIFTY,0,2020-06-25,23500.0,0.05,20,CE,NFO-OPT,NFO
30120,9351170,36528,BANKNIFTY20JUN23500PE,BANKNIFTY,0,2020-06-25,23500.0,0.05,20,PE,NFO-OPT,NFO
30121,9352706,36534,BANKNIFTY20JUN23600CE,BANKNIFTY,0,2020-06-25,23600.0,0.05,20,CE,NFO-OPT,NFO
30122,9352962,36535,BANKNIFTY20JUN23600PE,BANKNIFTY,0,2020-06-25,23600.0,0.05,20,PE,NFO-OPT,NFO
30123,9605634,37522,BANKNIFTY20JUN23700CE,BANKNIFTY,0,2020-06-25,23700.0,0.05,20,CE,NFO-OPT,NFO
30124,9605890,37523,BANKNIFTY20JUN23700PE,BANKNIFTY,0,2020-06-25,23700.0,0.05,20,PE,NFO-OPT,NFO
30125,11561218,45161,BANKNIFTY20JUN23800CE,BANKNIFTY,0,2020-06-25,23800.0,0.05,20,CE,NFO-OPT,NFO
30126,11561474,45162,BANKNIFTY20JUN23800PE,BANKNIFTY,0,2020-06-25,23800.0,0.05,20,PE,NFO-OPT,NFO
30127,11561730,45163,BANKNIFTY20JUN23900CE,BANKNIFTY,0,2020-06-25,23900.0,0.05,20,CE,NFO-OPT,NFO
